ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
29.32.30.650.014.03.0796.000000000000,Подшипник,1,"полуоси, для легкового автомобиля",2846960.00,2846960.000000000000,355bee6d-c22e-4279-b809-494a464144e0
29.32.30.990.138.00.0796.000000000001,Датчик давления масла,1,для грузового автомобиля,2846960.00,2846960.000000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
28.13.32.000.086.00.0796.000000000004,Вал,1,"раздаточный, для редуктора",2846960.00,2846960.000000000000,d0e47e14-cc29-4fe2-8e91-94009143c3b8
271223.500.000002,Устройство управления и защиты,6,для асинхронного электродвигателя,2844000.00,474000.000000000000,0cc79611-0245-4532-963e-dfebd1f52d02
32.99.11.500.001.00.0796.000000000006,Шлем,1,для велосипедиста,2843700.00,2843700.000000000000,b673ef5a-5749-48ce-a9f1-4dfedb09933f
14.19.22.190.003.01.0839.000000000010,Костюм,1,"мужской, спортивный, из синтетической ткани, состоит из  майки и шорт",2843700.00,2843700.000000000000,476695da-c81b-482b-8004-1221fb80f7ef
15.20.21.000.003.00.0715.000000000004,Туфли,1,"мужские, спортивные, резиновые, СТ РК 1591-2006",2843700.00,2843700.000000000000,2da5cd2d-08ed-48b9-8b90-a59aa9973228
172312.700.000026,Карта,1,населенного пункта,2841000.00,2841000.000000000000,c6fa169e-1ee8-4777-81df-1925ee67a8ff
25.99.12.400.027.00.0796.000000000007,Кастрюля,1,вместимость 2 л,2837500.00,2837500.000000000000,11afc297-1303-4f05-a574-0fc954edf8c6
20.14.63.930.000.00.0166.000000000000,Эфир диэтиловый,3,жидкость,2837055.00,945685.000000000000,ac1e48c0-5f6e-4009-b63e-4165ded86e13
21.20.13.400.052.00.0778.000000000000,Тиоктовая кислота,2,концентрат для приготовления раствора,2828779.90,1414389.950000000000,0df30d10-09a0-437f-9427-c79d6aed03cd
32.50.13.200.020.00.0796.000000000000,Картридж,1,"для имплантации интраокулярных линз, одноразовый",2824448.00,2824448.000000000000,f653c53a-704d-4650-9ad6-973b9df731ca
22.11.11.100.000.01.0796.000000002207,Шина,1,"для легковых автомобилей, зимняя, 205, 55, R16, пневматическая, радиальная, бескамерная, нешипованная, ГОСТ 4754-97",2823778.00,2823778.000000000000,781c90e0-4651-49d5-85c6-d1bcae2547c7
22.11.11.100.000.01.0796.000000001885,Шина,1,"для легковых автомобилей, летняя, 285, 60, R18, пневматическая, радиальная, бескамерная, ГОСТ 4754-97",2823778.00,2823778.000000000000,781c90e0-4651-49d5-85c6-d1bcae2547c7
259929.490.000005,Хомут,1,"диаметр 120-200 мм, металлический",2821000.00,2821000.000000000000,41f4a4e8-e956-475b-8230-8b01cecf6f1f
14.14.30.100.000.00.0796.000000000000,Тенниска,1,"мужская, трикотажная, из хлопчатобумажной пряжи, ГОСТ 31410-2009",2821000.00,2821000.000000000000,08d5e174-ddb4-472d-87d8-6ced96d474c2
259929.490.000004,Хомут,1,"диаметр 70-115 мм, металлический",2821000.00,2821000.000000000000,41f4a4e8-e956-475b-8230-8b01cecf6f1f
14.13.24.670.000.00.0796.000000000000,Шорты,1,"мужские, из искусственной ткани, ГОСТ 25294-2003",2821000.00,2821000.000000000000,421bd390-981d-46d1-91a9-9260e2f1e2b9
259929.490.000007,Хомут,1,"диаметр 430-540 мм, металлический",2821000.00,2821000.000000000000,41f4a4e8-e956-475b-8230-8b01cecf6f1f
23.19.23.300.050.00.0796.000000000000,Электрод лабораторный,5,"стеклянный, комбинированный",2820990.00,564198.000000000000,952020ab-93be-4b66-984e-735a85321f9b
20.42.15.500.002.00.0778.000000000001,Бальзам,2,"разогревающий, СТ РК ГОСТ Р 51579-2003",2820200.00,1410100.000000000000,57f47828-7ade-4696-b48e-6912af57206d
20.14.11.200.004.00.0166.000000000000,Гексан,4,жидкость,2820030.40,705007.600000000000,8af77c84-ae9c-4415-a68a-c800dff99ada
31.01.12.00.00.03.01.01.1,Шкаф,1,"Шкаф изготовлен из ЛДСП. Каркас со средней стяжной полкой, навесные полки для документов в кол-ве  2 штук в верхней части, створчатые двери ДСП в нижней части шкафа.",2820000.00,2820000.000000000000,8551d03a-1878-421e-b7fe-b310cd003e1e
31.00.11.00.00.01.01.11.1,Стул,1,"Стул с каркасом из хромированного металла,  мягкое сиденье с обивкой из  ткани.",2820000.00,2820000.000000000000,86bf2b05-4521-497e-befa-62c115b7d89b
26.20.40.000.100.00.0796.000000000019,Плата материнская,2,форм-фактор ATX,2819000.00,1409500.000000000000,1e2fdb31-354a-434c-bcb8-a2510675d5f4
10.51.40.00.00.21.13.10.1,Сыр,1,"Твердый из коровьего молока. С массовой долей влаги в обезжиренном веществе от 49,0 до 56,0% включительно. СТ РК 1063-2002",2817305.53,2817305.530000000000,700e1018-db30-414b-b0f3-8911db3e3d87
10.61.11.00.00.00.21.30.1,Рис очищенный,1,Длиннозерный шлифованный рис. Первый сорт. Белый с возможными различными оттенками. Содержание ломаных зерен не превышает 9%,2817305.53,2817305.530000000000,96a74058-1cbe-4ecd-81c5-347af5346a12
212013.990.000671,Тофизопам,2,таблетки,2816600.00,1408300.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
221940.300.000001,Ремень,6,"клиновый, вентиляторный",2816040.00,469340.000000000000,65e94d2b-a6ab-43ea-add5-95d16bfdd301
21.10.54.900.004.00.0872.000000000005,Диски с антибиотиками,6,ципрофлоксацин,2814735.00,469122.500000000000,d2a02a0c-d7bb-45a3-8af0-8777a27e3d32
212013.990.000330,Лидокаин,10,раствор,2811650.00,281165.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
21.20.13.990.463.00.0778.000000000000,"Метамизол натрия, парацетамол, кодеин, фенобарбитал, кофеин-бензоат натрия",2,таблетки,2811340.00,1405670.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
20.14.61.100.000.00.0112.000000000000,Формалин,1,"марки ФМ, высший сорт, ГОСТ 1625-89",2810575.00,2810575.000000000000,2ee6f49a-0439-4bdf-a39b-bf3c514db719
01.23.14.00.00.00.03.10.2,Мандарины,2,"Плоды 4-6cм в диаметре и слегка сплюснуты от основания к верхушке, долек 10-12, хорошо разделяющиеся, мякоть желто-оранжевая с сильным ароматом.",2810548.30,1405274.150000000000,
13.96.16.900.018.00.0796.000000000000,Нашивка,1,для корпоративной одежды,2810525.00,2810525.000000000000,4926d3e0-f093-4d0c-8cb7-441046567817
14.19.31.900.000.01.0796.000000000000,Ремень,1,"кожаный, мужской, для военнослужащих, поясной",2810525.00,2810525.000000000000,6178186f-29a9-4d22-8e33-4dca22d9a244
25.99.12.400.003.00.0796.000000000004,Ведро,1,"оцинкованное, эмалированное, объем 10 л, ГОСТ 20558-82",2805750.00,2805750.000000000000,11afc297-1303-4f05-a574-0fc954edf8c6
201412.450.000000,п-Ксилол,11,стандарт-титр,2804760.00,254978.181818181818,82c87088-8bce-4145-a90a-fc2598e1c30f
212013.900.000084,Бензидамин,2,раствор,2804595.80,1402297.900000000000,b820467b-78e5-400b-a8d3-2b082d6a1efd
212013.990.001559,Эзомепразол,2,порошок лиофилизированный для приготовления растворов для инъекций и инфузий в комплекте с растворителем,2804595.80,1402297.900000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
26.40.33.00.00.00.11.10.1,Видеокамера,1,Цифровая.,2803142.84,2803142.840000000000,93e92386-942d-4fd4-8c03-fd17b1ac35c1
17.22.11.200.000.00.0736.000000000001,Бумага,1,"туалетная, двухслойная",2803110.00,2803110.000000000000,b0eadee4-40c5-4357-8f49-014e340fe604
222213.000.000005,Камера оперативного доступа,16,"для размещения и защиты технологических запасов оптоволоконного кабеля, расположения и обслуживания оптических муфт",2800000.00,175000.000000000000,587b648a-b333-47f4-99a5-03b7d5159dd4
32.30.14.000.022.01.0796.000000000008,Тренажер,1,"спортивный, тяга верхняя",2799500.00,2799500.000000000000,f5266ddc-f758-4a00-a3ef-09738e011321
26.51.82.600.016.00.0796.000000000000,Плата,1,для системы автоматического управления,2797750.00,2797750.000000000000,0e5ddbb2-c3c6-422d-bed5-0a5388601375
26.51.65.000.014.00.0796.000000000001,Пульт управления,1,для турникета,2797750.00,2797750.000000000000,8810f4f9-7b6a-46fc-b7f8-faa8ff87e8c7
30.12.19.00.00.00.50.10.1,Каноэ,1,"деревянная лодка, меет симметрично заострённые нос и корму, вместимость каноэ колеблется от 2 до 100 человек.",2791000.00,2791000.000000000000,06815887-f542-4a8b-963c-6222001167f6
13.20.20.200.000.01.0006.000000000000,Ткань,1,"хлопчатобумажная, марлевая, с массовой долей хлопка не менее 85 %",2790197.12,2790197.120000000000,2717876f-6349-4715-99fd-f3a25c931f63
26.51.53.900.000.01.0796.000000000000,Спектрофотометр,1,"портативный, диапазон 320-1100 нм, разрешение длины волны 1 нм, ширина линии 5 нм, с радиочастотной идентификацией",2789789.00,2789789.000000000000,3cf74de0-42df-4c76-830d-410eb3dc85b3
275128.900.000000,Печь электрическая,5,"отдельностоящая, без конвекции, без гриля",2786924.45,557384.890000000000,4bdf12d3-4e36-4953-acee-ffaa301e6473
222923.200.000007,Кружка,6,"из пластика, вместимость 500-1000 см3",2786868.00,464478.000000000000,9b32c4ff-25c9-4076-8967-d20691da6cb4
329111.900.000010,Ерш,6,для лабораторного цилиндра,2786868.00,464478.000000000000,15ccd18a-1d36-41d7-a978-7feed0cf5a55
26.20.18.900.001.01.0796.000000000008,Устройство,2,"многофункциональное, печать твердотельная, разрешение 1200*600 dpi",2786020.00,1393010.000000000000,f435e758-d6a6-4ef8-96bc-3d5d9ada1ae7
212021.600.000075,Тест-система,5,для количественного определения стрептомицина,2784624.10,556924.820000000000,c4e887d1-908a-45a7-906d-95386258fec0
242040.500.000026,Отвод,1,"стальной, гнутый, диаметр до 25 мм, исполнение 3",2784000.00,2784000.000000000000,0b97b8ab-ac29-45ba-bb7a-764aeb3d5789
15.20.31.300.001.01.0715.000000000002,Полусапоги,1,"общего назначения, мужские, из поливинилхлоридного верха, на подошве резина, утепленные, с подноском защитным металлическим",2783808.00,2783808.000000000000,c0bf14e2-c883-4084-ac8c-5044dcbdc8cd
28.13.11.00.00.00.13.18.1,насос топливный,4,насос масляный или для охлаждающей жидкости для двигателей внутреннего сгорания прочие,2780000.00,695000.000000000000,0d9023fb-3282-491d-a1f6-bafe655ef3ff
29.32.30.00.11.00.14.03.1,Плунжерная пара,2,для прочих автомобилей,2777300.00,1388650.000000000000,f7c386e0-152c-45ee-afc5-64e9bb9dd9f1
14.14.30.120.000.00.0839.000000000003,Комплект нательного белья,1,"для военнослужащих, трикотажный из хлопчатобумажной пряжи, состоит из кальсон и нательной фуфайки, утепленный",2774720.00,2774720.000000000000,7080a2c9-9fea-4935-8c2c-19479e9cb0a0
14.14.30.120.000.00.0839.000000000002,Комплект нательного белья,1,"для военнослужащих, трикотажный из хлопчатобумажной пряжи, состоит из кальсон и нательной фуфайки, летний",2774720.00,2774720.000000000000,7080a2c9-9fea-4935-8c2c-19479e9cb0a0
15.20.32.990.005.00.0715.000000000009,Валенки,2,"женские, морозостойкие, из грубой овечьей натуральной шерсти, с галошами, ГОСТ 18724-88",2773338.00,1386669.000000000000,701f4aaf-80c2-4234-9979-f8fbf4d580de
14.19.43.990.008.00.0796.000000000003,Кепка,1,"из синтетической ткани, утепленная, спортивная",2773300.00,2773300.000000000000,75f722e2-cb8a-4ac5-b639-b6236e7aefd1
15.12.12.100.003.00.0796.000000000002,Чемодан,1,из текстильных материалов,2773300.00,2773300.000000000000,2d072470-2ac1-4092-82a6-df35533d4c06
14.13.21.250.001.00.0796.000000000000,Куртка,1,"мужская, из тканей , выработанных из химических нитей, ГОСТ 25295-2003",2773300.00,2773300.000000000000,ce3606b7-3822-4dce-8919-115e017d0e16
257214.690.000018,Кольцо пружинное,2,"внутреннее, условный диаметр кольца 101-151 мм",2773200.00,1386600.000000000000,502b9dad-b01f-4706-8ea8-6a1630904d46
272021.100.000000,Аккумулятор,2,"стартерный, напряжение 12 В, емкость 9 А/ч, свинцово-кислотной",2773200.00,1386600.000000000000,6ba275b8-c803-41a9-ae8c-459ab4227949
282514.190.000003,Фильтр,2,"очистки газов, для гражданской авиации (кроме фильтров для двигателей внутреннего сгорания)",2773200.00,1386600.000000000000,178d90e5-c37f-468e-848b-0f7c26c0141b
25.99.29.00.01.15.14.10.1,Клапан ,1,Обратный клапан,2772078.00,2772078.000000000000,96d9cc94-4f8d-4644-95bf-90f2a149b84a
28.14.13.21.20.10.00.08.1,Задвижка  фланцевая с обрезиненным клином,1,"Задвижки фланцевые с обрезиненным клином, корпус из серого чугуна, PN 10, DN 200 мм ГОСТ 5762-2002",2772078.00,2772078.000000000000,3ba7e616-37a3-4974-897b-b1cef46fb5a0
28.14.13.21.20.10.00.05.1,Задвижка  фланцевая с обрезиненным клином,1,"Задвижки фланцевые с обрезиненным клином, корпус из серого чугуна, PN 10, DN 100 мм ГОСТ 5762-2002",2772078.00,2772078.000000000000,3ba7e616-37a3-4974-897b-b1cef46fb5a0
28.14.13.21.20.10.00.07.1,Задвижка  фланцевая с обрезиненным клином,1,"Задвижки фланцевые с обрезиненным клином, корпус из серого чугуна, PN 10, DN 150 мм ГОСТ 5762-2002",2772078.00,2772078.000000000000,3ba7e616-37a3-4974-897b-b1cef46fb5a0
282912.300.000020,Фильтр,3,для резервуара системы очистки воды,2772000.00,924000.000000000000,13e25221-f86c-4534-a106-42fa490a2f04
282932.500.000000,Весы,11,для взвешивания людей ,2772000.00,252000.000000000000,9a2e537b-e8f0-4ca0-b9c7-da2ec3005f28
23.19.23.300.048.00.0796.000000000014,Пробирка,1,"П-1 -16-150ТС, стеклянная, ГОСТ 25336-82",2770000.00,2770000.000000000000,952020ab-93be-4b66-984e-735a85321f9b
151212.900.000030,Сумка,2,"хозяйственная, из текстильного материала",2768800.00,1384400.000000000000,569b8ceb-ae7a-48d4-9e30-289346d62f95
26.70.19.130.002.01.0796.000000000000,Штатив,2,для фотокамеры,2760716.00,1380358.000000000000,3f4b847a-bbd9-4b17-83bb-d53528ca0b8b
274015.990.000050,Лампа люминесцентная,1,"тип цоколя G24-d-2, мощность 26 Вт",2760400.00,2760400.000000000000,04b374a3-c249-4b77-80af-b9822e93c5b3
31.01.12.900.006.00.0796.000000000010,Стол,1,"компьютерный,  ЛДСП, без тумб",2760200.00,2760200.000000000000,67bf8ab8-a3ff-4ec9-ba06-9505376b694e
141424.210.000002,Трусы,5,"повседневные, женские, из хлопчатобумажной ткани",2755076.00,551015.200000000000,f21802d4-9a7f-4858-92b2-5560fb9a2ff1
201462.110.000001,Ацетон,12,химически чистый,2754750.00,229562.500000000000,35f92d5c-dac3-4737-a907-93f9c8090263
21.10.54.600.004.00.0872.000000000000,Диски с антибиотиками,5,левомицетин,2753676.50,550735.300000000000,72fe9268-fa52-4c83-9c93-ff8764766d5e
22.23.15.000.000.00.0055.000000000000,Линолеум,2,"из поливинилхлорида, бытовой, на тканой подоснове",2753239.00,1376619.500000000000,0e8ec6e7-22a2-4b76-9f16-fcda11b7d627
103219.900.000028,Нектар,6,фруктово-овощной,2751528.00,458588.000000000000,d2fb7463-3893-4cd9-a10f-654b597230d5
141331.140.000004,Куртка,3,"повседневная, женская, из шерстяной ткани",2751504.00,917168.000000000000,2ac09362-c73f-47c9-89d5-f5a821ccc916
28.23.25.000.001.00.0796.000000000000,Картридж,2,чернильный,2751198.00,1375599.000000000000,12788389-4653-416b-a0c7-a73214b61bdf
15.20.13.510.002.00.0715.000000000003,Ботинки,1,"мужские, для военнослужащих, из юфтевой кожи, СТ РК 1589-2006",2750000.00,2750000.000000000000,f32b69c6-77e6-455e-bcd9-8334b26bebff
21.20.13.900.041.00.0778.000000000000,Бисопролол,6,в таблетках,2748042.00,458007.000000000000,b820467b-78e5-400b-a8d3-2b082d6a1efd
27.51.28.390.004.00.0796.000000000004,Плита электрическая,2,"тип варочной панели традиционный, количество конфорок 6, встраиваемая",2741786.00,1370893.000000000000,efed2dce-39b0-4b1d-8a59-be439a83d082
141321.140.000002,Плащ,2,"повседневный, мужской, из шерстяной ткани",2740240.00,1370120.000000000000,2b86d226-6b21-44de-a178-4a942e797cc0
25.99.29.870.002.00.0796.000000000000,Столбик,2,"металлический, сигнальный, дорожный",2740000.00,1370000.000000000000,85973cf5-c96a-4cd9-9667-f8dc1dca2609
323015.900.000021,Патрон спортивный,2,тренировочный,2738516.08,1369258.040000000000,5594f8b0-ce22-4340-823d-afa62ba4e440
302040.300.000294,Дверь наружная,2,для подвижного состава,2737600.00,1368800.000000000000,1aea51da-ac9d-49e0-b064-8a57f71ab73f
282913.300.000003,Фильтр,4,"топливный, для карбюраторного двигателя внутреннего сгорания легкового автомобиля",2737280.00,684320.000000000000,717be31c-f0bd-4461-9ca0-4d28e40aad79
22.22.12.900.002.00.0796.000000000000,Пакет,2,"полиэтиленовый, с застежкой",2736357.13,1368178.565000000000,10b56da0-82ff-46b8-afc7-51bca0d2b2ea
26.51.51.700.004.00.0796.000000000000,Преобразователь давления,1,"измерительный, с измерителем температуры",2734540.00,2734540.000000000000,4d1d05b6-32c5-451f-9f6b-3e854672b975
26.51.51.700.022.00.0796.000000000000,Датчик избыточного давления-разрежения,1,измерительный,2734540.00,2734540.000000000000,4d1d05b6-32c5-451f-9f6b-3e854672b975
29.10.19.00.00.10.12.10.1,Головка блока цилиндров,1,для поршневых двигателей с искровым зажиганием (карбюраторные) ,2734035.00,2734035.000000000000,
29.32.30.00.03.01.02.02.1,Нажимной диск (корзина сцепления),1,для грузовых автомобилей,2734035.00,2734035.000000000000,da23341a-7987-4d0a-8e62-80a93672bc52
201433.800.000003,Кислота янтарная,11,химически чистая,2732400.00,248400.000000000000,4709449c-ce43-4f50-ade7-4ec162df55df
28.13.31.000.021.00.0796.000000000002,Диск,1,к насосу,2725640.00,2725640.000000000000,9a73fb75-b2c4-432b-87b9-c0824bb5b8ea
28.22.19.300.040.00.0796.000000000000,Патрубок всасывающий,1,для подъемно-транспортного оборудования,2725640.00,2725640.000000000000,b0a0eefe-ff65-4f28-a736-ad434eda72ae
21.20.13.900.025.00.0778.000000000000,Макрогол,2,порошок,2725606.00,1362803.000000000000,b820467b-78e5-400b-a8d3-2b082d6a1efd
29.32.30.990.134.00.0796.000000000005,Теплообменник,1,"для специального и специализированного автомобиля, для отопителя",2724882.00,2724882.000000000000,28445b64-ed77-4639-b001-52ffeaa2b7e1
28.99.52.000.009.00.0796.000000000000,Передача,1,"бортовая, для специальной и специализированной техники",2724882.00,2724882.000000000000,a3f7456e-6f0c-455b-a1d3-3fb035adba93
27.20.21.100.000.00.0796.000000000026,Аккумулятор,1,"стартерный, марка 6СТ-66, напряжение 12 В, емкость 66 А/ч, кислотный, ГОСТ 959-2002",2724754.99,2724754.990000000000,6ba275b8-c803-41a9-ae8c-459ab4227949
22.11.11.100.000.01.0796.000000001689,Шина,1,"для легковых автомобилей, летняя, 215, 90, R15, пневматическая, радиальная, камерная, ГОСТ 4754-97",2724754.99,2724754.990000000000,781c90e0-4651-49d5-85c6-d1bcae2547c7
29.31.22.550.000.00.0796.000000000001,Генератор,1,"постоянного тока, для легкового автомобиля, номинальное напряжение более 7 В, но не более 14 В, с последовательным возбуждением",2724754.99,2724754.990000000000,64ad6664-f47f-4b93-bebf-1e2b2a0981eb
21.20.13.990.310.00.0778.000000000001,Эссенциальные фосфолипиды,3,раствор,2724681.00,908227.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
28.29.12.00.00.00.15.10.1,оборудование для фильтрования,1,оборудование для фильтрования или очистки воды прочее,2724560.00,2724560.000000000000,3020660c-649f-41ca-b958-bd13e3d69202
329921.500.000002,Трость,4,для слабовидящих и слепых людей,2724180.00,681045.000000000000,382c54e7-116c-4ca4-88e2-9c3aaf08274c
262021.300.000011,Диск жесткий,3,"интерфейс SAS 6 Гбит/с, емкость более 72 Гб, но не более 450 Гб, размер 2,5''",2723411.00,907803.666666666667,8f567262-1255-49e2-9d11-d3b86e5aaffc
222923.200.000011,Стакан,9,"из пластика, одноразовый",2723400.00,302600.000000000000,9b32c4ff-25c9-4076-8967-d20691da6cb4
221113.500.000012,Шина,7,"для автобуса или автомобиля грузового и троллейбуса, диагональная, диаметр обода 12",2723000.00,389000.000000000000,0b550962-c414-47af-8fb0-fb3069476f40
282219.300.000048,Тележка,1,"для тали, с механизмом передвижения",2720000.00,2720000.000000000000,b0a0eefe-ff65-4f28-a736-ad434eda72ae
204132.590.000026,Средство моющее,16,"для любых видов поверхностей, в таблетках",2720000.00,170000.000000000000,7d38880d-f80a-4ebc-96e7-a44225553583
25.93.11.500.000.01.0796.000000000191,Строп,6,"стальной, 4СЦ, грузоподъемность 67,0 т",2717568.00,452928.000000000000,7f5d21ef-6241-4929-b78b-a59fc8a0e0a8
26.20.40.000.120.00.0796.000000000001,Головка,2,для плоттера,2715172.00,1357586.000000000000,1e2fdb31-354a-434c-bcb8-a2510675d5f4
26.51.51.300.000.00.0796.000000000084,Термометр,1,тип ТСМ,2713600.00,2713600.000000000000,4bcd90fd-c0f2-425c-b8f9-e1b7003e9c4b
26.51.51.100.001.00.0796.000000000298,Термометр,1,"ТСП 100, диапазон измерения температуры  -50 +180 °С, сопротивления",2713600.00,2713600.000000000000,4b91cf81-5ea8-44f9-9481-782066fd7dae
27.20.21.100.000.00.0796.000000000037,Аккумулятор,2,"стартерный, марка 6СТ-150, напряжение 12 В, емкость 150 А/ч, кислотный",2709960.00,1354980.000000000000,6ba275b8-c803-41a9-ae8c-459ab4227949
21.20.13.990.118.00.0778.000000000000,Топирамат,3,таблетки,2705280.00,901760.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
14.14.12.290.001.00.0796.000000000003,Кальсоны,1,"мужские, трикотажные, из смешанной хлопчатобумажной ткани, теплые, ГОСТ 25296-2003",2704960.00,2704960.000000000000,4a294232-2055-4e07-9e73-908ada9673c0
19.20.29.520.000.00.0112.000000000000,Масло,1,"гидравлическое, марка РМ, ГОСТ 15819-85",2704000.00,2704000.000000000000,72b0c583-10be-4cb1-97ff-5e0189c7ac41
205952.100.000223,Набор реагентов,1,для иммуноферментного выявления иммуноглобулина класса G к вирусу краснухи,2702100.00,2702100.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
205952.100.000224,Набор реагентов,1,для иммуноферментного выявления иммуноглобулина класса G к вирусу Крымской-Конго геморрагической лихорадки,2702100.00,2702100.000000000000,0148c883-8f55-425e-9856-a25f7c4fc255
10.51.55.410.000.00.0778.000000000000,Сыворотка,7,жидкая,2701122.18,385874.597142857143,76808ec1-7d51-4870-8401-43088118c1f5
259912.400.000021,Ведро,1,"из оцинкованной стали, объем более 15 л",2700638.00,2700638.000000000000,11afc297-1303-4f05-a574-0fc954edf8c6
273312.000.000000,Патрон,1,для люминесцентной лампы,2700638.00,2700638.000000000000,59f63c13-ac00-4459-9ab1-338ff7f8f6b0
221930.500.000050,Шланг,1,"для анализатора, армированный",2700638.00,2700638.000000000000,d0bdd443-dba2-407e-9017-fec094b95899
257320.100.000001,Ножовка,1,"по дереву, ручная",2700638.00,2700638.000000000000,387c7a45-3567-4258-84d0-67495224eecd
014922.100.000000,Молоко сырое,3,кобылье,2700000.00,900000.000000000000,
23.19.23.300.016.00.0796.000000000061,Чашка,5,"биологическая (Петри), стеклянная, объем 100 мл, ГОСТ 25336-82",2699896.00,539979.200000000000,952020ab-93be-4b66-984e-735a85321f9b
25.93.13.100.001.00.0006.000000000000,Ткань,1,"металлическая, из черных металлов",2695000.00,2695000.000000000000,efbca90e-3ce4-45f6-8392-cac05d7e9c89
302031.000.000080,Мотор насос,15,для щебнеочистительной машины,2692500.00,179500.000000000000,fe9f644e-0ba8-4c0f-b3f8-1ec3d7a3a11e
21.20.13.990.249.00.0778.000000000000,Венлафаксин,3,таблетки,2690453.00,896817.666666666667,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
28.25.30.900.002.00.0796.000000000008,Абсорбер,1,"барботажный, с механическим перемешиванием жидкости",2689000.00,2689000.000000000000,1598400d-650a-402c-9721-c37595c7ea04
26.20.16.300.006.00.0796.000000000019,Принтер лазерный,1,"монохромный, формат А4, скорость печати более 50 стр/м, разрешение 1200*1200 dpi",2688100.00,2688100.000000000000,ad07ed0e-6dac-4495-ac53-e8f9e8c12d96
22.11.13.00.00.11.20.12.1,Шина,2,"Размер:11.00R22,5. Шина резиновая пневматическая новая для автобусов или автомобилей грузовых. Конструкция шины: радиальная.  Комплектность: камерная шина. ",2680906.00,1340453.000000000000,17621154-94fa-47c2-828a-e19fb495c0e6
10.12.11.00.00.09.00.10.1,Мясо птицы домашней прочее,1,"Должны быть хорошо обескровлены, чистые. Без посторонних включений| без посторонних запахов| без фекальных загрязнений| без видимых кровяных сгустков| без остатков кишечника и клоаки, трахеи, пищевода, зрелых репродуктивных органов, без холодильных ожогов, пятен от разлитой желчи. Запах - свойственный свежему мясу данного вида птицы.  Кожа без разрывов. Костная система без переломов и деформаций. Свежее или охлажденное.",2676037.53,2676037.530000000000,
21.20.13.990.502.00.0778.000000000000,Корень солодки,4,сироп,2673835.00,668458.750000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
21.20.13.00.00.03.32.34.1,Цераксон,2,Раствор для внутривенного и внутримышечного введения: прозрачная бесцветная жидкость,2672350.00,1336175.000000000000,966115f2-7542-4310-ab68-c5b5ecb3e044
27.20.21.00.00.00.02.40.1,Аккумулятор,2,"ГОСТ 959-2002 марка 6СТ -132стартерный,  напряжением 12 В, емкостью 132 А*час,  с общей крышкой.",2672199.26,1336099.630000000000,451bc7b6-7e6f-4d15-8dc4-83057d3f178c
27.20.21.00.00.00.02.20.1,Аккумулятор,2,"ГОСТ 959-2002 марка 6СТ-75| кислотный, стартерный, напряжением 12 В, емкостью 75 А*час",2672199.26,1336099.630000000000,451bc7b6-7e6f-4d15-8dc4-83057d3f178c
26.51.43.100.000.00.0839.000000000000,Вольтметр,1,универсальный,2671834.00,2671834.000000000000,742f32d9-af8c-41a9-a5d5-e025e2b9231c
20.14.32.300.006.00.0166.000000000000,Стеарат магния,1,порошок,2670380.00,2670380.000000000000,e19af4b5-7a6f-45b5-bbf3-aec787a4fed2
26.60.12.900.045.00.0796.000000000000,Кабель для электрокардиографа,1,12-ти канальный,2670000.00,2670000.000000000000,66bad9b0-2503-4ba2-8b41-9a9d34a59e0e
21.20.13.990.424.00.0778.000000000001,Папаверина гидрохлорид,6,раствор для инъекций,2669826.00,444971.000000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
22.11.13.500.000.01.0796.000000000095,Шина,1,"для автобусов или автомобилей грузовых, пневматическая, радиальная, размер 11,00R22,5, камерная, ГОСТ 5513-97",2667920.00,2667920.000000000000,0b550962-c414-47af-8fb0-fb3069476f40
10.89.11.000.000.00.0163.000000000002,Суп,1,"сухой, говяжий",2666029.93,2666029.930000000000,d357f3aa-90b7-4bec-b464-edce1739a1b7
22.21.30.100.002.00.0796.000000000000,Пленка,1,"лабораторная, пластичная парафиновая с бумажной подложкой",2663139.34,2663139.340000000000,c3fa8718-86bf-479c-b152-72465ff4e0df
26.30.60.000.015.00.0796.000000000000,Батарея,2,резервная,2662030.00,1331015.000000000000,caeff471-f315-40d6-ba8c-7805c3a55e88
26.30.40.200.001.00.0839.000000000000,Оборудование системы мониторинга сети,1,для мониторинга теле и радиовещания,2660000.00,2660000.000000000000,728950de-4916-44d0-a1bb-b1ba0e8df3ce
26.20.16.970.005.00.0796.000000000008,Конвертор видеосигналов,1,SDI в HDMI,2660000.00,2660000.000000000000,63f35272-863c-431b-ab2d-caa9ec3f4b90
